* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025100322   1011.4   1013.9     27.7     None     25.2       86     32.1      0.8     50.0      1.5    120.0      2.3    110.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     37.1     None      0.0
467050 2025100323   1010.9   1013.4     27.2     None     25.2       89     32.1      0.3    130.0      1.0     70.0      1.8     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     36.1     None      0.0
467050 2025100324   1010.7   1013.2     26.9     None     25.1       90     31.9      0.6    220.0      1.0    180.0      1.6    180.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     35.4     None      0.0
467050 2025100401   1010.4   1012.9     26.5     None     24.9       91     31.5      0.8    200.0      1.7    200.0      2.3    210.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     34.6     None      0.0
467050 2025100402   1010.3   1012.8     26.1     None     24.5       91     30.7      1.5    190.0      1.9    190.0      2.5    190.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     33.8     None      0.0
467050 2025100403   1010.0   1012.5     26.0     None     24.4       91     30.6      2.4    180.0      2.4    180.0      2.9    190.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     33.6     None      0.0
467050 2025100404   1010.0   1012.5     26.0     None     24.2       90     30.2      0.7    220.0      2.4    180.0      2.9    190.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     33.6     None      0.0
467050 2025100405   1009.7   1012.2     25.6     None     24.0       91     29.8      1.2    210.0      2.2    200.0      2.9    200.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.3     29.1     29.9     30.1     30.7     30.1     29.5     28.8     26.2     24.8     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     32.8     None      0.0
467050 2025100406   1010.1   1012.6     25.1     None     24.1       94     30.0      0.3    110.0      1.1    210.0      1.6    170.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     31.9     None      0.0
467050 2025100407   1010.7   1013.2     27.0     None     24.8       88     31.3      0.8    120.0      1.1    130.0      2.2    130.0      0.0      0.0      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        9     None     None     None      0.3        3     35.7     None     0.16
467050 2025100408   1011.1   1013.6     28.7     None     24.9       80     31.5      1.2    110.0      1.6    120.0      3.0    120.0      0.0      0.0      1.0     10.0     None     None      0.6     None     None        4        0        0        6     None      4.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None        9     None     None     None      1.0        1     39.4     None     0.87
467050 2025100409   1010.9   1013.4     30.1     None     25.4       76     32.4      1.7    300.0      1.9    330.0      3.4    330.0      0.0      0.0      1.0     12.0     None     None      0.6     None     None        1        0        0        1     None      1.0     29.2     29.0     29.6     29.6     30.3     30.0     29.5     28.6     26.0     24.6     None        0     None     None     None     None     None     None     None     None     None     None      1.8        0     42.7     None     2.64
467050 2025100410   1010.8   1013.3     30.8     None     25.2       72     32.1      3.0    300.0      3.0    300.0      4.3    340.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.45        0     44.4     None     4.78
467050 2025100411   1010.7   1013.1     31.2     None     25.8       73     33.2      3.6    300.0      3.7    310.0      5.9    310.0      0.0      0.0      1.0     12.0     None     None      0.6     None     None        1        0        0        1     None      1.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     2.91        7     45.5     None      6.8
467050 2025100412   1010.3   1012.8     30.7     None     25.5       74     32.6      3.8    320.0      4.2    300.0      6.1    320.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.09        8     44.2     None     7.74
467050 2025100413   1010.0   1012.4     31.2     None     24.9       69     31.5      4.0    300.0      4.3    310.0      6.6    300.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.03        7     45.5     None     7.38
467050 2025100414   1009.8   1012.2     30.9     None     25.3       72     32.2      3.8    300.0      4.5    300.0      6.7    290.0      0.0      0.0      1.0     16.0     None     None      0.9     None     None        2        0        0        4     None      2.0     31.5     30.5     31.0     30.4     30.1     29.9     29.5     28.6     26.0     24.5     None        0     None     None     None     None     None     None     None     None     None     None     2.72        6     44.7     None      5.9
467050 2025100415   1009.5   1011.9     30.7     None     24.9       71     31.5      3.3    300.0      3.9    300.0      6.1    290.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.16        8     44.2     None     3.74
467050 2025100416   1009.8   1012.3     30.4     None     24.8       72     31.3      2.3    310.0      3.6    310.0      5.6    330.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.43        5     43.4     None     1.67
